./test2.py --data pse --mcl True --batch-size 50 --epochs 100 --embedding-size 150 --learning-rate 0.1 --regulariser n3 --reg-weight 0.1 --optimizer adagrad --quiet
MCL True
INFO:test2.py:Valid: False
INFO:test2.py:Device: cpu
curr directory /home/acalvi/Dissertation/Aladdin/biolink
Importing dataset files ... 
<class 'biolink.embeddings.models_mc.ComplEx_MC'>
INFO:test2.py:Device: cpu
INFO:test2.py:Epoch 1/100	Loss 12.0804 ± 0.5872
INFO:test2.py:Epoch 2/100	Loss 11.9411 ± 0.3438
INFO:test2.py:Epoch 3/100	Loss 11.9278 ± 0.2951
INFO:test2.py:Epoch 4/100	Loss 11.9240 ± 0.2678
INFO:test2.py:Epoch 5/100	Loss 11.9214 ± 0.2564
INFO:test2.py:Epoch 6/100	Loss 11.9193 ± 0.2432
INFO:test2.py:Epoch 7/100	Loss 11.9180 ± 0.2308
INFO:test2.py:Epoch 8/100	Loss 11.9171 ± 0.2225
INFO:test2.py:Epoch 9/100	Loss 11.9164 ± 0.2159
INFO:test2.py:Epoch 10/100	Loss 11.9159 ± 0.2098
INFO:test2.py:Epoch 11/100	Loss 11.9154 ± 0.2042
INFO:test2.py:Epoch 12/100	Loss 11.9150 ± 0.1992
