./test2.py --data pse --mcl True --batch-size 25 --epochs 100 --embedding-size 200 --learning-rate 0.01 --regulariser n3 --reg-weight 0.01 --optimizer adagrad --quiet
MCL True
INFO:test2.py:Valid: False
INFO:test2.py:Device: cuda
curr directory /home/acalvi/Dissertation/Aladdin/biolink
Importing dataset files ... 
<class 'biolink.embeddings.models_mc.ComplEx_MC'>
INFO:test2.py:Device: cuda
INFO:test2.py:Epoch 1/100	Loss 11.0866 ± 0.3808
INFO:test2.py:Epoch 2/100	Loss 10.8054 ± 0.2560
INFO:test2.py:Epoch 3/100	Loss 10.7385 ± 0.2539
INFO:test2.py:Epoch 4/100	Loss 10.7014 ± 0.2515
INFO:test2.py:Epoch 5/100	Loss 10.6773 ± 0.2515
INFO:test2.py:Epoch 6/100	Loss 10.6602 ± 0.2523
INFO:test2.py:Epoch 7/100	Loss 10.6470 ± 0.2498
INFO:test2.py:Epoch 8/100	Loss 10.6363 ± 0.2505
INFO:test2.py:Epoch 9/100	Loss 10.6273 ± 0.2497
INFO:test2.py:Epoch 10/100	Loss 10.6195 ± 0.2500
INFO:test2.py:Epoch 11/100	Loss 10.6126 ± 0.2494
INFO:test2.py:Epoch 12/100	Loss 10.6064 ± 0.2499
INFO:test2.py:Epoch 13/100	Loss 10.6008 ± 0.2496
INFO:test2.py:Epoch 14/100	Loss 10.5957 ± 0.2500
INFO:test2.py:Epoch 15/100	Loss 10.5910 ± 0.2498
INFO:test2.py:Epoch 16/100	Loss 10.5866 ± 0.2495
INFO:test2.py:Epoch 17/100	Loss 10.5825 ± 0.2487
INFO:test2.py:Epoch 18/100	Loss 10.5787 ± 0.2488
INFO:test2.py:Epoch 19/100	Loss 10.5751 ± 0.2492
INFO:test2.py:Epoch 20/100	Loss 10.5717 ± 0.2491
INFO:test2.py:Epoch 21/100	Loss 10.5685 ± 0.2490
INFO:test2.py:Epoch 22/100	Loss 10.5654 ± 0.2488
INFO:test2.py:Epoch 23/100	Loss 10.5625 ± 0.2498
INFO:test2.py:Epoch 24/100	Loss 10.5598 ± 0.2490
INFO:test2.py:Epoch 25/100	Loss 10.5572 ± 0.2486
INFO:test2.py:Epoch 26/100	Loss 10.5546 ± 0.2487
INFO:test2.py:Epoch 27/100	Loss 10.5522 ± 0.2492
INFO:test2.py:Epoch 28/100	Loss 10.5499 ± 0.2493
INFO:test2.py:Epoch 29/100	Loss 10.5477 ± 0.2481
INFO:test2.py:Epoch 30/100	Loss 10.5456 ± 0.2485
INFO:test2.py:Epoch 31/100	Loss 10.5435 ± 0.2486
INFO:test2.py:Epoch 32/100	Loss 10.5416 ± 0.2480
INFO:test2.py:Epoch 33/100	Loss 10.5397 ± 0.2488
INFO:test2.py:Epoch 34/100	Loss 10.5379 ± 0.2474
INFO:test2.py:Epoch 35/100	Loss 10.5361 ± 0.2477
INFO:test2.py:Epoch 36/100	Loss 10.5344 ± 0.2480
INFO:test2.py:Epoch 37/100	Loss 10.5328 ± 0.2480
INFO:test2.py:Epoch 38/100	Loss 10.5312 ± 0.2485
INFO:test2.py:Epoch 39/100	Loss 10.5296 ± 0.2477
INFO:test2.py:Epoch 40/100	Loss 10.5281 ± 0.2484
INFO:test2.py:Epoch 41/100	Loss 10.5267 ± 0.2477
INFO:test2.py:Epoch 42/100	Loss 10.5253 ± 0.2484
INFO:test2.py:Epoch 43/100	Loss 10.5239 ± 0.2471
INFO:test2.py:Epoch 44/100	Loss 10.5226 ± 0.2482
INFO:test2.py:Epoch 45/100	Loss 10.5213 ± 0.2478
INFO:test2.py:Epoch 46/100	Loss 10.5201 ± 0.2477
INFO:test2.py:Epoch 47/100	Loss 10.5189 ± 0.2480
INFO:test2.py:Epoch 48/100	Loss 10.5177 ± 0.2476
INFO:test2.py:Epoch 49/100	Loss 10.5166 ± 0.2475
INFO:test2.py:Epoch 50/100	Loss 10.5155 ± 0.2477
INFO:test2.py:Epoch 51/100	Loss 10.5144 ± 0.2469
INFO:test2.py:Epoch 52/100	Loss 10.5133 ± 0.2476
INFO:test2.py:Epoch 53/100	Loss 10.5123 ± 0.2476
INFO:test2.py:Epoch 54/100	Loss 10.5113 ± 0.2477
INFO:test2.py:Epoch 55/100	Loss 10.5103 ± 0.2480
INFO:test2.py:Epoch 56/100	Loss 10.5093 ± 0.2481
INFO:test2.py:Epoch 57/100	Loss 10.5084 ± 0.2475
INFO:test2.py:Epoch 58/100	Loss 10.5075 ± 0.2478
INFO:test2.py:Epoch 59/100	Loss 10.5066 ± 0.2478
INFO:test2.py:Epoch 60/100	Loss 10.5057 ± 0.2474
INFO:test2.py:Epoch 61/100	Loss 10.5049 ± 0.2470
INFO:test2.py:Epoch 62/100	Loss 10.5041 ± 0.2477
INFO:test2.py:Epoch 63/100	Loss 10.5032 ± 0.2465
INFO:test2.py:Epoch 64/100	Loss 10.5024 ± 0.2474
INFO:test2.py:Epoch 65/100	Loss 10.5017 ± 0.2478
INFO:test2.py:Epoch 66/100	Loss 10.5009 ± 0.2469
